0.000000000000000000e+00,2.569294781180092365e-07,1.821231792569904353e-16,8.151492838491129777e-23,9.131406105708940815e-13,1.221851978202034829e-11,1.062789804270976788e-21,4.906788674616845039e-19,9.257941818383378135e-18,3.620031211789821488e-13,1.746649036976446961e-13,8.430906978542245410e-20,2.180740271514952867e-11,1.522603678243076463e-15,7.888989266173787490e-09,2.623665152809967716e-07,9.181305144407617802e-11,1.702357676361504098e-13,6.428022884825706249e-10,1.003603495150127216e-24,2.868985209334130303e-17,1.451824770574027164e-09,1.438716813977322209e-11,3.247195305892796600e-24,4.669034029726172987e-19,4.572623769375984056e-16,3.088373185257202798e-07,1.503943367214011386e-18,3.419713933050018094e-17,6.208954190435164482e-12,1.129100611136853537e-06,2.010142340885317699e-20,7.676640798278864896e-17,5.129586515803315113e-19,4.015837688511613058e-06,7.580356074896143484e-07,4.694825914344744383e-18,1.410591048432193103e-10,1.445189143302564246e-06,1.384146475585468076e-12,9.082337564777495341e-10,3.028337965505203238e-21,8.848349622806129467e-23,2.138568777074143056e-23,2.128631037243127386e-18,4.491573479608293798e-07,8.223849027716941666e-17,3.669424789333828562e-14,9.705179515319943319e-09,2.564260139058239268e-17,5.081902190624049567e-11,4.507556716686287521e-13,5.984387024234768580e-15,1.532798211480975162e-08,1.595696261028760516e-16,3.643217210910997106e-09,2.556255955375613019e-19,1.166524104197931951e-18,8.326686315831543302e-14,3.245084038221011761e-20,3.993808409607349600e-10,7.054308959383861206e-14,1.980060307752057504e-09,6.384031624344962964e-18,1.689443612868823330e-13,1.507798305961974297e-18,8.008887522273456601e-22,2.437686440324015454e-18,5.408948903236174478e-23,2.465960129590708004e-13,1.240920684467288802e-09,1.012087808029247672e-06,1.031517883360692256e-10,2.673959342867941007e-23,1.778137633804858002e-10,5.025672309511182519e-07,4.035018204090874090e-19,7.184666834061021261e-17,1.327700892776196856e-11,8.125327087167308927e-15,2.959352825470573763e-11,6.374176540412600091e-17,1.151024235326748129e-05,1.430317022862424315e-18,1.775051928173327355e-06,3.536798094836657390e-10,1.233718808520871188e-19,1.325315822896282576e-18,1.048638666263451800e-22,1.577141459163771330e-06,8.092867201174459626e-17,1.326121674514410739e-09,1.709704373980325624e-21,1.428629957370394602e-15,1.011499468193241641e-14,1.614857752781832796e-12,1.433588735507344741e-18,1.107492281387478679e-13,2.104651797754649982e-21,1.698089760711844013e-15,5.066524243142488841e-19
7.843137254901960675e-03,7.516700757576749020e-03,5.580737398028350407e-03,2.628340892355608954e-03,6.751751346493627473e-03,6.987278264438418623e-03,3.136411806963424875e-03,4.430186915010766828e-03,5.027627726501888820e-03,6.655039743951442731e-03,6.573868957559126681e-03,4.057800207329992012e-03,7.033193072820765127e-03,5.932247615922719812e-03,7.385275433180436139e-03,7.517361238745942469e-03,7.137496224797427319e-03,6.570926323270517497e-03,7.258652669734120579e-03,1.867064493541670299e-03,5.245072244488404277e-03,7.303182521675898736e-03,7.000462580770533925e-03,2.054779472475826759e-03,4.419782567434619829e-03,5.737831533074874701e-03,7.522458586352098048e-03,4.662578587335884477e-03,5.278057347197638756e-03,6.930637758742768176e-03,7.560307918338145597e-03,3.752441998733888583e-03,5.427064646384530643e-03,4.439482685856006340e-03,7.593811448753932242e-03,7.549145473360877566e-03,4.893280181992297820e-03,7.166128519951241692e-03,7.567040692211683510e-03,6.792979826070012078e-03,7.277966188475357145e-03,3.352928079166231541e-03,2.643953350158834321e-03,2.380420892482441961e-03,4.733639273599855000e-03,7.533866197722055916e-03,5.439526750495682177e-03,6.384773779946315703e-03,7.394426490759622127e-03,5.223866376995420745e-03,7.096191743343599305e-03,6.678593241265548368e-03,6.137976378326520134e-03,7.413964020971637071e-03,5.557605127688465887e-03,7.349469550251872679e-03,4.293054901355699421e-03,4.610279357774509784e-03,6.486723545619383670e-03,3.854411857637261418e-03,7.231011671030540024e-03,6.466566599211125144e-03,7.319253845086789133e-03,4.954417318061984758e-03,6.570052830193070376e-03,4.663104182854835821e-03,3.078691367187782503e-03,4.761221473656890996e-03,2.550974218766273015e-03,6.612838582071605548e-03,7.294869398104643701e-03,7.557280516245016774e-03,7.145371301332198964e-03,2.420899115919593163e-03,7.181108165338882625e-03,7.537209315788371590e-03,4.389169277103846870e-03,5.415043151789574426e-03,6.994005778429296036e-03,6.181658457353478471e-03,7.056472743489303374e-03,5.393233776480717279e-03,7.621093976523259615e-03,4.652267253068862601e-03,7.572554175812350359e-03,7.223754177559522406e-03,4.138748646777120829e-03,4.636584053177556994e-03,2.676423440412537859e-03,7.569393814652171891e-03,5.436624202534515345e-03,7.298401462535782612e-03,3.234189619740675172e-03,5.922267495544147539e-03,6.212428152722848131e-03,6.807913579268843468e-03,4.652736844688438317e-03,6.520834476711148513e-03,3.277217944927642880e-03,5.949253329617155452e-03,4.436893758973488137e-03
1.568627450980392135e-02,1.501336534139990214e-02,1.049802070543348100e-02,4.043671677203606978e-03,1.329886086758275653e-02,1.384268900048475984e-02,5.019708727866776729e-03,7.787134452010320909e-03,9.175613176712759875e-03,1.307250558292100476e-02,1.288136470488157603e-02,6.952796506753080273e-03,1.394730170057834583e-02,1.134595127115408005e-02,1.473087456869932171e-02,1.501476660604033654e-02,1.418301866905368261e-02,1.287441707119754350e-02,1.445317319010358537e-02,2.706942147605776502e-03,9.692519893742982534e-03,1.455140013934166747e-02,1.387277912090206962e-02,3.022580186012315765e-03,7.763463197574206089e-03,1.087681265963875120e-02,1.502557242576065162e-02,8.320747998726210973e-03,9.771326460482768553e-03,1.371296936508325202e-02,1.510516694079031691e-02,6.290176116267102470e-03,1.012837536825377839e-02,7.808300066414213328e-03,1.517363162350745913e-02,1.508184120483447438e-02,8.858896461950172344e-03,1.424723077837017349e-02,1.511914752726218822e-02,1.339485668586347725e-02,1.449584943531414399e-02,5.455672854629911063e-03,4.072667148332075222e-03,3.591772652218800689e-03,8.485675100197981671e-03,1.504969457165999426e-02,1.015830519796332571e-02,1.243262346006099132e-02,1.475074605777434988e-02,9.641905608067508765e-03,1.409000485869022976e-02,1.312777759119898059e-02,1.184150932922948228e-02,1.479307769273854357e-02,1.044230731331432030e-02,1.465285837749667579e-02,7.476746231265941553e-03,8.199871670525871875e-03,1.267511116797157347e-02,6.509153968716090144e-03,1.439190499614612095e-02,1.262726416662549554e-02,1.458670325770159565e-02,9.002745379475398518e-03,1.287235449500311046e-02,8.321964993252188234e-03,4.905480558386977538e-03,8.549897987459531556e-03,3.900925782160341668e-03,1.297325443638613907e-02,1.453310795132597803e-02,1.509885703492103333e-02,1.420070163837460278e-02,3.664457047002419622e-03,1.428073614259900946e-02,1.505674587245537342e-02,7.693928155367218275e-03,1.009951274987439494e-02,1.385804803420755821e-02,1.194647037010204520e-02,1.400014904779454256e-02,1.004717367275477155e-02,1.522542732672878263e-02,8.296881366094585944e-03,1.513053282651326790e-02,1.437578153946148136e-02,7.131816889950061585e-03,8.260613413315012407e-03,4.133174379986774560e-03,1.512401441077840941e-02,1.015133340807424824e-02,1.454088248081471420e-02,5.215134042212669734e-03,1.132187665179334828e-02,1.202033063675987841e-02,1.342954991501769946e-02,8.297967917569745722e-03,1.275596449962300254e-02,5.301894542608221080e-03,1.138696862694327933e-02,7.802403756629937813e-03
2.352941176470588203e-02,2.248845401216367779e-02,1.471605300927516201e-02,4.991548827497803084e-03,1.960762035392622435e-02,2.054559020687550183e-02,6.278698747967582927e-03,1.027893768499778607e-02,1.249339079260456016e-02,1.921330015676935010e-02,1.887907818541871216e-02,9.014701136589075084e-03,2.072405249918903708e-02,1.618470099126384162e-02,2.203236588033955293e-02,2.249069048938343376e-02,2.112327533631236029e-02,1.886691223056511518e-02,2.157518306018595469e-02,3.311037006875585352e-03,1.335043769374653390e-02,2.173780748295951401e-02,2.059699713281336331e-02,3.700702645259324863e-03,1.024236698686076773e-02,1.536888727321816112e-02,2.250792714165018513e-02,1.111406896801224106e-02,1.348250608834508125e-02,2.032331691429976536e-02,2.263428021140198934e-02,8.047012023048505033e-03,1.408519502509588892e-02,1.031167182810835935e-02,2.274167593943849167e-02,2.259737580297806886e-02,1.197661971154854489e-02,2.123126802565930560e-02,2.265633801580340528e-02,1.977425560312735461e-02,2.164595514393396689e-02,6.873032722659772574e-03,5.028979947008936809e-03,4.413988346069245075e-03,1.137628706485736309e-02,2.254633941914209808e-02,1.413602431119181241e-02,1.809156902848717968e-02,2.206476287946763579e-02,1.326580509676589595e-02,2.096624845593391545e-02,1.930974988016309277e-02,1.705263165597432212e-02,2.213362658546783393e-02,1.462055265946737674e-02,2.190474857732122721e-02,9.802654010555342246e-03,1.092310532746354652e-02,1.851748988572353774e-02,8.363270640578943094e-03,2.147327328413483477e-02,1.843350310538575607e-02,2.179601790615409707e-02,1.221051502965443160e-02,1.886330025424106868e-02,1.111599686881738214e-02,6.125034081181026865e-03,1.147890920923741627e-02,4.807944745663333790e-03,1.903987563673812181e-02,2.170759584384291188e-02,2.262430898298288529e-02,2.115304903493311559e-02,4.506171051808119214e-03,2.128747908477510858e-02,2.255754995627231446e-02,1.013517544444590170e-02,1.403622191300657462e-02,2.057183749522666430e-02,1.723697459881815691e-02,2.081391890418406859e-02,1.394752558510388429e-02,2.282104587793661737e-02,1.107628180781530455e-02,2.267426139511517780e-02,2.144639597669968645e-02,9.281654875844938535e-03,1.101893724246302830e-02,5.107241182560704612e-03,2.266400440594905710e-02,1.412418014314488664e-02,2.172044051161131639e-02,6.543557112105202050e-03,1.614267402984358515e-02,1.736675911370814257e-02,1.983437967664057264e-02,1.107800122998055248e-02,1.865933164287928575e-02,6.661949787415646917e-03,1.625633961895225563e-02,1.030254948889573058e-02
3.137254901960784270e-02,2.994006153876373894e-02,1.829089935091461616e-02,5.876269040461391119e-03,2.564537852663644965e-02,2.707418420191021538e-02,7.372417179212852924e-03,1.225299082883342210e-02,1.517507063743530130e-02,2.504151310401682776e-02,2.452928015133985090e-02,1.066162183467655317e-02,2.734393503901504444e-02,2.044393666479361535e-02,2.928485231318010001e-02,2.994323852089691290e-02,2.794380213307925270e-02,2.451063502407536954e-02,2.861545282683269215e-02,3.942212373677773246e-03,1.635489819843016085e-02,2.885484879038320571e-02,2.715197655400652596e-02,4.390381389211297364e-03,1.220621187171399766e-02,1.923950954581773662e-02,2.996771065872336909e-02,1.333400296685191729e-02,1.653915191821866276e-02,2.673707383581643351e-02,3.014634989389394087e-02,9.476737730837899581e-03,1.738816220847729313e-02,1.229490136263801901e-02,3.029688418006423051e-02,3.009431963887694225e-02,1.447701108240482225e-02,2.810508983646007458e-02,3.017738372135659458e-02,2.590019764706045016e-02,2.871979853369194952e-02,8.072119270331207935e-03,5.919498985859336475e-03,5.210580437169397283e-03,1.367858374376880806e-02,3.002216255647250504e-02,1.746037199276995189e-02,2.332396434797548782e-02,2.933183980317624617e-02,1.623716574517999195e-02,2.770850005523753032e-02,2.518929521475970351e-02,2.174540929216853616e-02,2.943150312353654680e-02,1.815334133831691954e-02,2.909915467604177672e-02,1.164731655826707971e-02,1.308462759465976039e-02,2.397533841599468196e-02,9.861059308583094984e-03,2.846477409827265909e-02,2.384677235843554385e-02,2.894020751497210567e-02,1.479171822080447771e-02,2.450509948625950382e-02,1.333652728989470106e-02,7.192554085441464108e-03,1.381412437159640870e-02,5.664394613124450195e-03,2.477572788783100055e-02,2.881047659232518349e-02,3.013230471453914178e-02,2.798831466647952460e-02,5.316688311475919679e-03,2.818885700758441346e-02,3.003803151631329049e-02,1.206936326720264505e-02,1.731867775040991930e-02,2.711391202643949339e-02,2.202409106854102266e-02,2.747942327711279387e-02,1.719305444318833948e-02,3.040674299243585621e-02,1.328455301753963744e-02,3.020256161903347655e-02,2.842495405211889481e-02,1.099336447053453000e-02,1.320960803117219098e-02,6.009926413284008215e-03,3.018815756339735673e-02,1.744353743590921699e-02,2.882934751732840750e-02,7.683403461399427453e-03,2.038141238147831227e-02,2.222070373867785983e-02,2.599206319393313619e-02,1.328680200691304859e-02,2.419256798428085983e-02,7.822837062092639210e-03,2.055062751499720300e-02,1.228321803621945131e-02
3.921568627450980338e-02,3.736611908795831050e-02,2.136105496145135341e-02,6.832734568431254353e-03,3.138425397662494842e-02,3.340657337164742308e-02,8.501993377198396873e-03,1.401831378379250932e-02,1.747505662803462007e-02,3.052975998211701625e-02,2.980679477704094998e-02,1.219475169926311116e-02,3.378695901683923669e-02,2.418177480896819068e-02,3.648296107064537969e-02,3.737035406681964850e-02,3.462926063775419172e-02,2.978052305815323195e-02,3.556395414428896451e-02,4.659273497309508912e-03,1.892001517150345563e-02,3.589427172440692176e-02,3.351635307207905673e-02,5.165717673658709770e-03,1.396420099262114627e-02,2.259010379271858895e-02,3.740295894971695095e-02,1.527873998418273135e-02,1.914851763912936433e-02,3.293022260432305892e-02,3.764001019822708904e-02,1.085604999487278094e-02,2.021169560115744154e-02,1.406682365038286649e-02,3.783826182663400928e-02,3.757114761490790850e-02,1.663433242481625676e-02,3.485465053015000814e-02,3.768100728461526439e-02,3.174520754015773549e-02,3.570813749088604105e-02,9.282737050376027241e-03,6.881039799558689475e-03,6.087743180859340152e-03,1.568479194445279029e-02,3.747539717533358850e-02,2.030291026284926359e-02,2.811703288615016033e-02,3.654688865577614826e-02,1.877441897065710436e-02,3.429955232079593547e-02,3.073870603727079168e-02,2.593918046061835514e-02,3.668220048288668017e-02,2.118464424350425743e-02,3.622951748983358616e-02,1.332021097087087401e-02,1.498621456167019417e-02,2.902788432519689057e-02,1.128882926619666563e-02,3.535521684142148985e-02,2.884763328335846616e-02,3.601162672017627076e-02,1.701209899453912100e-02,2.977272393203233766e-02,1.528170675871837539e-02,8.301423403244134747e-03,1.584511651021200396e-02,6.595868699140184505e-03,3.015435691049750747e-02,3.583317643439307143e-02,3.762143675231562762e-02,3.469151657301466907e-02,6.206657820171945089e-03,3.497149505973511097e-02,3.749647886775384770e-02,1.380608980223500121e-02,2.012404132853813643e-02,3.346264452782171661e-02,2.632021774440981149e-02,3.397768391503949714e-02,1.996586071295648052e-02,3.798164890497861268e-02,1.522064575083137590e-02,3.771422390277128639e-02,3.529995364528343976e-02,1.257218113266564581e-02,1.513268298049215421e-02,6.982059919772351693e-03,3.769522597639787809e-02,2.028163385834966595e-02,3.585916690612716423e-02,8.848870443445563255e-03,2.409830614096116624e-02,2.658998335732737708e-02,3.187535310716305137e-02,1.522328693224877030e-02,2.933291675865326575e-02,9.004454217067617630e-03,2.432441360367351701e-02,1.405329789652792760e-02
4.705882352941176405e-02,4.476437605825480531e-02,2.410262471167341422e-02,7.898441616533656562e-03,3.680550190201159477e-02,3.952226229820950815e-02,9.733998681566413333e-03,1.576574918579669304e-02,1.961388259274220169e-02,3.566486882408077125e-02,3.470561653377202127e-02,1.376726930423476276e-02,4.003377129463284168e-02,2.750806036295111792e-02,4.362083847726884456e-02,4.476979998961888585e-02,4.116392479264577298e-02,3.467087351567779002e-02,4.240997611175034709e-02,5.478749186231785841e-03,2.125873408836821687e-02,4.284717889057773621e-02,3.966992277930526944e-02,6.046481747011637695e-03,1.570622862329032823e-02,2.556978943335692922e-02,4.481153714353952600e-02,1.715738370219890493e-02,2.152129592627921931e-02,3.888140326580707962e-02,4.511379245449657210e-02,1.230589827195768815e-02,2.275255880220520416e-02,1.581912091620344546e-02,4.536477913276704826e-02,4.502621205045873737e-02,1.866801007120418021e-02,4.146537746007679381e-02,4.516584056916261164e-02,3.728910669608641315e-02,4.260105710212592350e-02,1.058831250971369563e-02,7.951784564572749597e-03,7.073637256519541526e-03,1.760818119846675397e-02,4.490412665640225454e-02,2.285896043013117135e-02,3.248998877527185802e-02,4.370436231421075124e-02,2.109180092032000506e-02,4.072211029877748772e-02,3.594315931342596110e-02,2.969987983648212163e-02,4.388080031082731286e-02,2.389406462597492772e-02,4.328871575726336851e-02,1.499904965311455243e-02,1.683342694827615060e-02,3.367932863448148961e-02,1.277811639978568108e-02,4.213273584707312447e-02,3.344300361424022705e-02,4.300200998298447236e-02,1.909209109198511251e-02,3.466056120505851823e-02,1.716067260099012753e-02,9.514176359275768047e-03,1.778655203250259845e-02,7.636641492518050217e-03,3.516603076976224096e-02,4.276646574118270899e-02,4.509018937340380367e-02,4.124724162948600892e-02,7.205573831340463323e-03,4.162143818480817242e-02,4.493103654556319937e-02,1.553240852606193809e-02,2.265042738162512809e-02,3.959768442812441197e-02,3.018225899947545726e-02,4.029005084052456748e-02,2.246640915821548901e-02,4.554495296806764654e-02,1.709299554478928632e-02,4.520795808432551133e-02,4.205922434407665528e-02,1.417988697442081059e-02,1.699555229598800551e-02,8.063289987073882226e-03,4.518387527661273106e-02,2.283413041873132848e-02,4.280081062655392843e-02,1.011380884201697021e-02,2.740531572960648934e-02,3.052528805622228489e-02,3.746368307511988016e-02,1.709592230466336696e-02,3.408028128363614628e-02,1.028402986092502580e-02,2.768392415333590859e-02,1.580423820908496285e-02
5.490196078431372473e-02,5.213238701261529995e-02,2.667885680663377099e-02,9.086403103852870589e-03,4.190366188015297311e-02,4.540404610254957646e-02,1.108946004329340422e-02,1.758752280872498408e-02,2.173721128372541403e-02,4.045235180865796448e-02,3.924300492960242082e-02,1.544164343390897441e-02,4.606711916928492301e-02,3.055593567978338518e-02,5.069216152918037954e-02,5.213914558746941819e-02,4.753238100771625674e-02,3.919941038857212290e-02,4.914232371362947660e-02,6.410570032565046997e-03,2.353061173482356647e-02,4.970413036987215982e-02,4.559540388133345723e-02,7.042813185951776744e-03,1.752360225761584456e-02,2.833306138380754444e-02,5.219112650811238985e-02,1.908341231582597053e-02,2.381851684055288909e-02,4.457437621813977596e-02,5.256611018605466396e-02,1.387005899613553452e-02,2.517567026526005766e-02,1.764484265160212034e-02,5.287534170151174384e-02,5.245772902591860215e-02,2.071258632049537488e-02,4.792271648371738274e-02,5.263040841989160418e-02,4.252284833733612629e-02,4.938812161922703087e-02,1.201587457948514667e-02,9.144895693977925580e-03,8.179489029765075678e-03,1.956883694634059534e-02,5.230627152868694979e-02,2.529353658102409877e-02,3.649397268159322583e-02,5.079826116721779250e-02,2.334781877257072896e-02,4.695975676976051061e-02,4.080517525538608636e-02,3.312685685129591190e-02,5.102197076446309681e-02,2.644551659509064220e-02,5.026910615966433821e-02,1.676430783867812954e-02,1.873487919127729898e-02,3.796165321270034837e-02,1.437833972218964008e-02,4.878506979547075906e-02,3.766851872527639256e-02,4.990254860835075662e-02,2.117146407139301051e-02,3.918647365674159111e-02,1.908695195105777204e-02,1.085054201822524718e-02,1.976106649636386048e-02,8.799054979572128871e-03,3.982210365881032332e-02,4.960057652126508704e-02,5.253692412335836393e-02,4.764030074850612168e-02,8.324886648517604293e-03,4.812462503990353607e-02,5.233969220331076422e-02,1.733694862098742948e-02,2.506262610843434588e-02,4.550178099221715428e-02,3.370132297081711303e-02,4.639946910250476730e-02,2.485916904147306844e-02,5.309583130807121742e-02,1.901412057586109733e-02,5.268237568894095640e-02,4.869023114489699766e-02,1.588480764330982634e-02,1.890927468258472161e-02,9.267105988297386077e-03,5.265266780372183236e-02,2.526602235828255202e-02,4.964465015691587463e-02,1.150172357015892717e-02,3.043695439327465113e-02,3.411178026225984011e-02,4.274687230195256538e-02,1.901727001568596920e-02,3.846065672698638360e-02,1.168627792371739089e-02,3.075990131505201147e-02,1.762885874959712815e-02
6.274509803921568540e-02,5.946750062646661422e-02,2.921135216261573977e-02,1.040411539359773103e-02,4.668930794982713989e-02,5.104009656432998560e-02,1.257681259863859327e-02,1.952149701159815176e-02,2.392409567881429236e-02,4.491797502477267584e-02,4.345910591704330722e-02,1.724048057404985526e-02,5.187355940494321055e-02,3.345127545700994631e-02,5.769017145536444596e-02,5.947575554369412265e-02,5.372043992779107491e-02,4.340681808464715019e-02,5.574961352373260237e-02,7.463441975116912042e-03,2.583305955353891806e-02,5.645530936084461326e-02,5.128041566438016480e-02,8.163000505629338863e-03,1.945365143141737641e-02,3.100732884628798480e-02,5.953921343392182264e-02,2.110831456543477494e-02,2.614033517513346741e-02,5.000053393714803951e-02,5.999524861740516968e-02,1.556358685372096450e-02,2.759286718457499080e-02,1.958233279181868444e-02,6.036877678709220985e-02,5.986376783816291930e-02,2.283623289238259288e-02,5.421286283104204823e-02,6.007311804807377587e-02,4.745144165353065713e-02,5.605860789637394370e-02,1.357523569645394980e-02,1.046786676690337169e-02,9.413002847246960264e-03,2.162307037196748924e-02,5.967957863547862507e-02,2.771937495962267448e-02,4.020381510398565728e-02,5.782215865917424841e-02,2.563810385841342604e-02,5.299815859894959486e-02,4.534658376932324680e-02,3.633093651542608493e-02,5.809997832555735542e-02,2.895934379038111670e-02,5.716259984081920736e-02,1.864733921174048514e-02,2.073870444287047657e-02,4.193114844393235757e-02,1.610666378920221423e-02,5.529996321731291131e-02,4.158420583492269257e-02,5.670402058576107934e-02,2.332325827403820828e-02,4.339130569005375526e-02,2.111206811445168197e-02,1.231871134588136130e-02,2.182692221142322822e-02,1.009063943515710673e-02,4.415568664723280856e-02,5.632538879236180518e-02,5.995986933515951717e-02,5.385658884487971865e-02,9.572248646348605061e-03,5.446753268826017014e-02,5.972026584700684121e-02,1.925550952696747711e-02,2.747159323929487112e-02,5.116281497420991503e-02,3.698316159866347347e-02,5.229199714342777638e-02,2.725346381308837648e-02,6.063341998095673341e-02,2.103483484456711641e-02,6.013597908026520333e-02,5.518050710777880341e-02,1.771223732142844162e-02,2.092365023092781356e-02,1.060100044824521630e-02,6.010005190768641370e-02,2.768983790613776391e-02,5.638069387977410335e-02,1.302157412931886568e-02,3.331945792358310260e-02,3.745126441471694628e-02,4.772807161859188296e-02,2.103817465468177036e-02,4.252398790897034264e-02,1.322043760978958669e-02,3.367752831922513068e-02,1.956536880665199485e-02
7.058823529411764608e-02,6.676685055343846431e-02,3.177681619682148212e-02,1.185736695362596752e-02,5.118934172793294934e-02,5.642592308998754802e-02,1.420090453559742089e-02,2.158159214624445418e-02,2.621152338173627500e-02,4.910545159697010664e-02,4.741165869224547857e-02,1.917167613350641286e-02,5.744520858190494544e-02,3.629348119374180975e-02,6.460773518447497643e-02,6.677678076335230584e-02,5.971621758195994056e-02,4.735132922372517483e-02,6.222067594973400978e-02,8.645366660599698022e-03,2.821697531677876819e-02,6.309076132658954228e-02,5.671938875511620820e-02,9.414463366106523221e-03,2.151006071331186542e-02,3.368109492765077040e-02,6.685308009226541281e-02,2.325258330939692503e-02,2.854000783141461689e-02,5.516095682161858971e-02,6.739935565113334970e-02,1.739213784657457629e-02,3.006868772936366688e-02,2.164572621858216681e-02,6.784382420396441182e-02,6.724224170938036815e-02,2.506888570111713913e-02,6.032365715570078835e-02,6.749225016228717344e-02,5.209499024490273772e-02,6.260183065332422525e-02,1.527116760085924820e-02,1.192644750863901780e-02,1.078063164094964811e-02,2.379394426777046642e-02,6.702161164980689756e-02,3.020199202142443556e-02,4.370455566758214144e-02,6.476925122630826370e-02,2.801206906217963005e-02,5.882642439465698286e-02,4.960695647467970593e-02,3.941378907293271311e-02,6.510871752796500156e-02,3.151042428201392825e-02,6.396078365532051335e-02,2.065930129969902745e-02,2.286368212274110870e-02,4.565939759547386900e-02,1.796929630535374842e-02,6.166569553574913903e-02,4.526457411027563771e-02,6.339698312249600343e-02,2.558047079086661277e-02,4.733343611154194192e-02,2.325653191818600682e-02,1.392359519399326805e-02,2.400825801720292418e-02,1.151738137221846973e-02,4.821786545472790675e-02,6.293069633932767137e-02,6.735711103116137632e-02,5.988411415206321142e-02,1.095399885714853222e-02,6.063798043224736395e-02,6.707040036299774521e-02,2.130110802434131631e-02,2.994092691827567043e-02,5.657573483402881381e-02,4.012818572443761084e-02,5.795842113801669832e-02,2.971119676980001414e-02,6.815680164245740968e-02,2.317528174927366638e-02,6.756715268599215729e-02,6.151821884973213833e-02,1.967101146806561271e-02,2.305830187563023825e-02,1.207064394801149985e-02,6.752435312483104357e-02,3.017086534335333692e-02,6.299884132203832643e-02,1.467814003244551427e-02,3.615183140332493134e-02,4.064284300989430554e-02,5.242501805338805471e-02,2.317879540891961895e-02,4.633664975649890577e-02,1.489127516267385772e-02,3.653683072640988988e-02,2.162784314461810992e-02
